20240906|110412|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110414|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110414|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110415|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110415|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110447|client          |clientSocketConnect |99  |ERR|Error: 연결 실패[Connection refused]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
20240906|110558|client          |clientSocketSend    |108 |NOR|lient send data [Hello Server!]
20240906|110558|client          |clientSocketReceive |120 |NOR|client recv data[12:Hello World!]
